target,text
0,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
0,Aiyo please Ì_ got time meh.
0,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
0,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
0,Just buy a pizza. Meat lovers or supreme. U get to pick.
0,You should change your fb to jaykwon thuglyfe falconerf
0,So wats ur opinion abt him and how abt is character?
0,How is it possible to teach you. And where.
0,Ok i'm coming home now.
0,how tall are you princess?
0,Hey... Very inconvenient for your sis a not huh?
0,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
0,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
0,What is the plural of the noun research?
0,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
0,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
0,No. I dont want to hear anything
0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
0,Ya:)going for restaurant..
0,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
0,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
0,Yup i've finished c Ì_ there...
0,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
0,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
0,So how many days since then?
0,So when do you wanna gym?
0,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... 
0,"Ask g or iouri, I've told the story like ten times already"
0,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
0,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
0,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
0,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
0,How dare you change my ring
0,\Wen u miss someone
0,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
0,S.s:)i thinl role is like sachin.just standing. Others have to hit.
0,"K, can that happen tonight?"
0,If india win or level series means this is record:)
0,How much i gave to you. Morning.
0,Of course. I guess god's just got me on hold right now.
0,Hey what's up charles sorry about the late reply.
0,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
0,Have you been practising your curtsey?
0,K...k...when will you give treat?
0,Well I might not come then...
0,Why are u up so early?
0,"Sorry, I'll call later"
0,Can you please send me my aunty's number
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
0,Then get some cash together and I'll text jason
0,Ya very nice. . .be ready on thursday
0,Dont gimme that lip caveboy
0,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
0,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls."
0,Mum ask Ì_ to buy food home...
0,I remain unconvinced that this isn't an elaborate test of my willpower
0,Ok...
0,Sos! Any amount i can get pls.
0,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
0,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
0,"Sorry my roommates took forever, it ok if I come by now?"
0,Have you finished work yet? :)
0,K..u also dont msg or reply to his msg..
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
0,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
0,Go chase after her and run her over while she's crossing the street
0,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
0,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. "
0,If you're thinking of lifting me one then no.
0,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
0,Ok i msg u b4 i leave my house.
0,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
0,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
0,Aiya we discuss later lar... Pick Ì_ up at 4 is it?
0,"Aldrine, rakhesh ex RTM here.pls call.urgent."
0,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
0,S da..al r above  &lt;#&gt;
0,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
0,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
0,Whats the staff name who is taking class for us?
0,Okay but i thought you were the expert
0,Oh...i asked for fun. Haha...take care. Ì_
0,So that takes away some money worries
0,Any way where are you and what doing.
0,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
0,Was playng 9 doors game and gt racing on phone lol
0,"Nah man, my car is meant to be crammed full of people"
0,I am on the way to tirupur.
0,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
0,Thats cool. i liked your photos. You are very sexy!
0,I'm going out to buy mum's present ar.
0,Juz go google n search 4 qet...
0,Thanks honey. Have a great day.
0,I'm at home n ready...
0,Well. Balls. Time to make calls
0,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
0,I accidentally deleted the message. Resend please.
0,Good Morning plz call me sir
0,Sorry da thangam.it's my mistake.
0,K..i deleted my contact that why?
0,Okie.. Thanx..
0,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
0,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
0,"I call you later, don't have network. If urgnt, sms me."
0,Leave it de:-). Start Prepare for next:-)..
0,Yup. Thk of u oso boring wat.
0,He needs to stop going to bed and make with the fucking dealing
0,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
0,Meeting u is my work. . . Tel me when shall i do my work tomorrow
0,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
0,"Uh, heads up we don't have THAT much left"
0,"Not for possession, especially not first offense"
0,what are your new years plans?
0,Ok i also wan 2 watch e 9 pm show...
0,"It could work, we'll reach a consensus at the next meeting"
0,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
0,"Like  &lt;#&gt; , same question"
0,Went to ganesh dress shop
0,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
0,Y de asking like this.
0,Not getting anywhere with this damn job hunting over here!
0,Have you laid your airtel line to rest?
0,Is ur paper today in e morn or aft?
0,Mm yes dear look how i am hugging you both. :-P
0,"There'll be a minor shindig at my place later tonight, you interested?"
0,What you doing?how are you?
0,You still around? Looking to pick up later
0,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
0,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
0,I'm at work. Please call
0,"Sorry, I can't help you on this."
0,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
0,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
0,A guy who gets used but is too dumb to realize it.
0,I'm in chennai velachery:)
0,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
0,Shopping? Eh ger i toking abt syd leh...Haha
0,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
0,Lol where do u come up with these ideas?
0,I'm very happy for you babe ! Woo hoo party on dude!
0,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
0,Then wat r u doing now? Busy wif work?
0,Super msg da:)nalla timing.
0,I am in hospital da. . I will return home in evening
0,You know there is. I shall speak to you in  &lt;#&gt;  minutes then
0,Oh yeah clearly it's my fault
0,You were supposed to wake ME up &gt;:(
0,Wherre's my boytoy ? :-(
0,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
0,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
0,i cant talk to you now.i will call when i can.dont keep calling.
0,Rofl betta invest in some  anti aging products
0,She's good. How are you. Where r u working now
0,You see the requirements please
0,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
0,Its a great day. Do have yourself a beautiful one.
0,Why tired what special there you had
0,So what u doing today?
0,Welp apparently he retired
0,Hey whats up? U sleeping all morning?
0,Nothing. Can...
0,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
0,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
0,Why de. You looking good only:-)..
0,THIS IS A LONG FUCKIN SHOWR
0,"Sorry, I'll call later in meeting."
0,I will see in half an hour
0,Dont think so. It turns off like randomlly within 5min of opening
0,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
0,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
0,Hi good mornin.. Thanku wish u d same..
0,Hello which the site to download songs its urgent pls
0,Wanna do some art?! :D
0,Give one miss from that number please
0,"Haha, my friend tyler literally just asked if you could get him a dubsack"
0,"Text me when you get off, don't call, my phones having problems"
0,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
0,Ok pa. Nothing problem:-)
0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
0,Que pases un buen tiempo or something like that
0,Is ur paper in e morn or aft tmr?
0,She told to hr that he want posting in chennai:)because i'm working here:)
0,Thts wat Wright Brother did to fly..
0,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
0,I dont want to hear anything
0,I dont thnk its a wrong calling between us
0,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
0,"Aight, I'll ask a few of my roommates"
0,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
0,No no. I will check all rooms befor activities
0,Ok.. ÌÏ finishing soon?
0,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
0,Ard 530 lor. I ok then message Ì_ lor.
0,"Sorry, went to bed early, nightnight"
0,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
0,Yeah that'd pretty much be the best case scenario
0,And do you have any one that can teach me how to ship cars.
0,Come by our room at some point so we can iron out the plan for this weekend
0,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
0,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
0,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
0,make that 3! 4 fucks sake?! x
0,Oh ok no prob..
0,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
0,I like to think there's always the possibility of being in a pub later.
0,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
0,Ok.
0,"Yo, you at jp and hungry like a mofo?"
0,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
0,Still at west coast... Haiz... ÌÏ'll take forever to come back...
0,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
0,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
0,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; "
0,They finally came to fix the ceiling.
0,I'm in a movie. Call me 4 wat?
0,I always chat with you. In fact i need money can you raise me?
0,"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx"
0,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
0,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
0,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
0,Sent me de webadres for geting salary slip
0,"Yeah why not, is the gang all ready"
0,"Sorry, I'll call later"
0,When u wana see it then
0,K..k...from tomorrow onwards started ah?
0,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
0,I donno if they are scorable
0,How much is torch in 9ja.
0,What is this 'hex' place you talk of? Explain!
0,Tomarrow final hearing on my laptop case so i cant.
0,"see you then, we're all christmassy here!"
0,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
0,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
0,"Vikky, come around  &lt;TIME&gt; .."
0,Ok then i'll let him noe later n ask him call u tmr...
0,It means u could not keep ur words.
0,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
0,Hi.what you think about match?
0,You should get more chicken broth if you want ramen unless there's some I don't know about
0,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
0,TaKe CaRE n gET WeLL sOOn
0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
0,Wrong phone! This phone! I answer this one but assume the other is people i don't well
0,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
0,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?"
0,Ok i've sent u da latest version of da project.
0,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
0,Yes princess! I want to please you every night. Your wish is my command...
0,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
0,Ok...
0,Still otside le..u come 2morrow maga..
0,Which channel:-):-):):-).
0,I attended but nothing is there.
0,Painful words- \I thought being Happy was the most toughest thing on Earth... But
0,Carlos says he'll be at mu in  &lt;#&gt;  minutes
0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
0,ÌÏ dun need to pick ur gf?
0,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
0,No message..no responce..what happend?
0,What you doing?how are you?
0,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
0,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
0,Where's my boytoy? I miss you ... What happened?
0,"I hav almost reached. Call, i m unable to connect u."
0,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
0,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
0,Is there any movie theatre i can go to and watch unlimited movies and just pay once?
0,I emailed yifeng my part oredi.. Can Ì_ get it fr him..
0,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
0,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
0,Dear we are going to our rubber place
0,\HEY KATE
0,R u saying i should re order the slippers cos i had to pay for returning it.
0,You are gorgeous! keep those pix cumming :) thank you!
0,Nite...
0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
1,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
1,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv"
1,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
1,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
1,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
1,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
1,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
1,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+"
1,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
1,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
1,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! "
1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589"
1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
1,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!"""
1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
1,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML"
1,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
1,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
1,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
1,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone
1,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
1,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
1,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
1,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
1,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
1,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
1,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
1,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
1,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
1,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
1,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
1,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
1,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
1,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
1,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
1,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
1,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
1,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
1,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
1,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
1,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
1,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
1,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
1,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
1,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop"
1,100 dating service cal;l 09064012103 box334sk38ch
1,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
1,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
1,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
1,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
1,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
1,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
1,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
1,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
1,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
1,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
1,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
1,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
1,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
1,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
1,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
